timestamp,elapsed_time,mode,mock,duty_cmd,measured_erpm,motor_rpm,wheel_rpm,vehicle_speed_mps,duty_now,motor_current,input_current,input_voltage,warning
1782472968.100487,2.356,hand-roll,True,0.00000,1710.70,244.39,244.39,1.2796,0.00000,0.058,-0.056,15.888,positive_erpm
1782472968.150571,2.406,hand-roll,True,0.00000,1727.53,246.79,246.79,1.2922,0.00000,-0.116,0.017,15.982,positive_erpm
1782472968.200659,2.456,hand-roll,True,0.00000,1794.52,256.36,256.36,1.3423,0.00000,-0.112,0.010,16.197,positive_erpm
1782472968.250741,2.506,hand-roll,True,0.00000,1865.13,266.45,266.45,1.3951,0.00000,-0.093,-0.040,16.008,positive_erpm
1782472968.300840,2.556,hand-roll,True,0.00000,1901.36,271.62,271.62,1.4222,0.00000,-0.025,-0.047,16.013,positive_erpm
1782472968.350923,2.607,hand-roll,True,0.00000,1951.54,278.79,278.79,1.4597,0.00000,-0.077,-0.061,15.964,positive_erpm
1782472968.401040,2.657,hand-roll,True,0.00000,2028.76,289.82,289.82,1.5175,0.00000,-0.118,0.012,15.857,positive_erpm
1782472968.451118,2.707,hand-roll,True,0.00000,1958.45,279.78,279.78,1.4649,0.00000,0.036,0.045,15.865,positive_erpm
1782472968.501166,2.757,hand-roll,True,0.00000,1956.66,279.52,279.52,1.4636,0.00000,-0.011,0.029,16.037,positive_erpm
1782472968.551239,2.807,hand-roll,True,0.00000,1784.02,254.86,254.86,1.3344,0.00000,0.032,0.059,16.000,positive_erpm
1782472968.601337,2.857,hand-roll,True,0.00000,1762.51,251.79,251.79,1.3184,0.00000,0.097,-0.039,16.097,positive_erpm
1782472968.651431,2.907,hand-roll,True,0.00000,1607.60,229.66,229.66,1.2025,0.00000,0.054,-0.074,16.025,positive_erpm
1782472968.701510,2.957,hand-roll,True,0.00000,1503.75,214.82,214.82,1.1248,0.00000,-0.023,-0.044,16.073,positive_erpm
1782472968.751595,3.007,hand-roll,True,0.00000,1269.83,181.40,181.40,0.9498,0.00000,-0.002,-0.016,16.193,positive_erpm
1782472968.801660,3.057,hand-roll,True,0.00000,1126.22,160.89,160.89,0.8424,0.00000,0.086,0.050,15.928,positive_erpm
1782472968.851767,3.107,hand-roll,True,0.00000,951.39,135.91,135.91,0.7116,0.00000,0.039,0.041,16.008,positive_erpm
1782472968.901847,3.157,hand-roll,True,0.00000,651.11,93.02,93.02,0.4870,0.00000,-0.050,-0.007,16.084,positive_erpm
1782472968.951934,3.208,hand-roll,True,0.00000,481.05,68.72,68.72,0.3598,0.00000,-0.101,-0.040,15.963,positive_erpm
1782472969.002015,3.258,hand-roll,True,0.00000,323.17,46.17,46.17,0.2417,0.00000,0.113,-0.077,16.026,positive_erpm
1782472969.052106,3.308,hand-roll,True,0.00000,53.55,7.65,7.65,0.0401,0.00000,-0.007,0.022,16.208,near_zero
1782472969.102192,3.358,hand-roll,True,0.00000,-85.70,-12.24,-12.24,-0.0641,0.00000,-0.094,-0.064,16.072,negative_erpm
1782472969.152303,3.408,hand-roll,True,0.00000,-242.72,-34.67,-34.67,-0.1816,0.00000,0.138,0.026,15.934,negative_erpm
1782472969.202379,3.458,hand-roll,True,0.00000,-296.33,-42.33,-42.33,-0.2217,0.00000,0.020,0.078,15.932,negative_erpm
1782472969.252462,3.508,hand-roll,True,0.00000,-1.50,-0.21,-0.21,-0.0011,0.00000,0.089,-0.042,16.028,near_zero
1782472969.302536,3.558,hand-roll,True,0.00000,-31.25,-4.46,-4.46,-0.0234,0.00000,0.056,0.050,15.970,near_zero
1782472969.352621,3.608,hand-roll,True,0.00000,36.00,5.14,5.14,0.0269,0.00000,-0.135,-0.021,16.052,near_zero
1782472969.402727,3.658,hand-roll,True,0.00000,-29.60,-4.23,-4.23,-0.0221,0.00000,-0.110,-0.016,15.974,near_zero
1782472969.452833,3.708,hand-roll,True,0.00000,22.90,3.27,3.27,0.0171,0.00000,-0.011,-0.050,16.057,near_zero
1782472969.502914,3.759,hand-roll,True,0.00000,1.40,0.20,0.20,0.0010,0.00000,0.115,-0.036,15.914,near_zero
1782472969.553017,3.809,hand-roll,True,0.00000,42.81,6.12,6.12,0.0320,0.00000,-0.145,0.028,15.959,near_zero
1782472969.603119,3.859,hand-roll,True,0.00000,-42.71,-6.10,-6.10,-0.0320,0.00000,0.094,-0.026,15.931,near_zero
1782472969.653210,3.909,hand-roll,True,0.00000,-41.41,-5.92,-5.92,-0.0310,0.00000,-0.077,-0.014,16.107,near_zero
1782472969.703265,3.959,hand-roll,True,0.00000,21.65,3.09,3.09,0.0162,0.00000,-0.039,-0.050,15.995,near_zero
1782472969.753337,4.009,hand-roll,True,0.00000,-12.30,-1.76,-1.76,-0.0092,0.00000,0.003,-0.078,15.890,near_zero
1782472969.803442,4.059,hand-roll,True,0.00000,47.24,6.75,6.75,0.0353,0.00000,0.059,0.025,16.011,near_zero
1782472969.853539,4.109,hand-roll,True,0.00000,5.94,0.85,0.85,0.0044,0.00000,-0.039,-0.050,16.087,near_zero
1782472969.903600,4.159,hand-roll,True,0.00000,-8.34,-1.19,-1.19,-0.0062,0.00000,-0.132,0.011,15.836,near_zero
1782472969.953670,4.209,hand-roll,True,0.00000,-27.22,-3.89,-3.89,-0.0204,0.00000,-0.114,-0.012,16.003,near_zero
1782472970.003781,4.259,hand-roll,True,0.00000,-30.56,-4.37,-4.37,-0.0229,0.00000,-0.148,0.011,16.095,near_zero
1782472970.053871,4.310,hand-roll,True,0.00000,-25.97,-3.71,-3.71,-0.0194,0.00000,0.144,0.007,15.979,near_zero
1782472970.103931,4.360,hand-roll,True,0.00000,-20.42,-2.92,-2.92,-0.0153,0.00000,-0.039,0.013,16.208,near_zero
1782472970.154005,4.410,hand-roll,True,0.00000,2.47,0.35,0.35,0.0018,0.00000,-0.130,0.016,15.982,near_zero
1782472970.204106,4.460,hand-roll,True,0.00000,13.82,1.97,1.97,0.0103,0.00000,-0.036,-0.035,15.992,near_zero
1782472970.254193,4.510,hand-roll,True,0.00000,12.74,1.82,1.82,0.0095,0.00000,-0.053,0.076,16.009,near_zero
1782472970.304258,4.560,hand-roll,True,0.00000,84.07,12.01,12.01,0.0629,0.00000,-0.006,-0.048,16.071,positive_erpm
1782472970.354330,4.610,hand-roll,True,0.00000,-33.63,-4.80,-4.80,-0.0252,0.00000,-0.014,0.027,16.002,near_zero
1782472970.404406,4.660,hand-roll,True,0.00000,20.59,2.94,2.94,0.0154,0.00000,-0.069,-0.017,15.881,near_zero
1782472970.454532,4.710,hand-roll,True,0.00000,15.96,2.28,2.28,0.0119,0.00000,0.131,-0.048,16.032,near_zero
1782472970.504593,4.760,hand-roll,True,0.00000,-21.71,-3.10,-3.10,-0.0162,0.00000,0.046,0.009,15.887,near_zero
1782472970.554689,4.810,hand-roll,True,0.00000,5.96,0.85,0.85,0.0045,0.00000,-0.107,-0.044,16.036,near_zero
1782472970.604783,4.860,hand-roll,True,0.00000,-2.77,-0.40,-0.40,-0.0021,0.00000,0.047,0.043,16.068,near_zero
1782472970.654882,4.911,hand-roll,True,0.00000,-47.44,-6.78,-6.78,-0.0355,0.00000,0.014,-0.049,16.039,near_zero
1782472970.704997,4.961,hand-roll,True,0.00000,26.51,3.79,3.79,0.0198,0.00000,-0.102,-0.001,15.916,near_zero
1782472970.755084,5.011,hand-roll,True,0.00000,141.28,20.18,20.18,0.1057,0.00000,0.135,0.034,16.064,positive_erpm
1782472970.805173,5.061,hand-roll,True,0.00000,-72.76,-10.39,-10.39,-0.0544,0.00000,0.132,0.056,15.974,near_zero
1782472970.855267,5.111,hand-roll,True,0.00000,-189.99,-27.14,-27.14,-0.1421,0.00000,-0.110,-0.051,15.888,negative_erpm
1782472970.905354,5.161,hand-roll,True,0.00000,-413.17,-59.02,-59.02,-0.3091,0.00000,-0.131,0.060,16.016,negative_erpm
1782472970.955444,5.211,hand-roll,True,0.00000,-513.74,-73.39,-73.39,-0.3843,0.00000,0.006,0.057,16.020,negative_erpm
1782472971.005539,5.261,hand-roll,True,0.00000,-630.60,-90.09,-90.09,-0.4717,0.00000,0.069,0.040,16.000,negative_erpm
1782472971.055601,5.311,hand-roll,True,0.00000,-815.13,-116.45,-116.45,-0.6097,0.00000,-0.129,-0.059,16.194,negative_erpm
1782472971.105672,5.361,hand-roll,True,0.00000,-944.24,-134.89,-134.89,-0.7063,0.00000,0.050,-0.055,16.038,negative_erpm
1782472971.155780,5.411,hand-roll,True,0.00000,-1072.63,-153.23,-153.23,-0.8023,0.00000,0.006,-0.022,15.853,negative_erpm
1782472971.205926,5.462,hand-roll,True,0.00000,-1134.58,-162.08,-162.08,-0.8487,0.00000,0.081,-0.019,16.062,negative_erpm
1782472971.255981,5.512,hand-roll,True,0.00000,-1288.05,-184.01,-184.01,-0.9635,0.00000,-0.089,0.045,15.925,negative_erpm
1782472971.306063,5.562,hand-roll,True,0.00000,-1303.63,-186.23,-186.23,-0.9751,0.00000,0.002,-0.073,15.957,negative_erpm
1782472971.356110,5.612,hand-roll,True,0.00000,-1400.13,-200.02,-200.02,-1.0473,0.00000,-0.103,0.045,15.994,negative_erpm
1782472971.406178,5.662,hand-roll,True,0.00000,-1417.60,-202.51,-202.51,-1.0604,0.00000,0.088,-0.068,16.009,negative_erpm
1782472971.456293,5.712,hand-roll,True,0.00000,-1418.95,-202.71,-202.71,-1.0614,0.00000,0.125,0.076,16.021,negative_erpm
1782472971.506385,5.762,hand-roll,True,0.00000,-1461.52,-208.79,-208.79,-1.0932,0.00000,-0.074,0.063,16.139,negative_erpm
1782472971.556482,5.812,hand-roll,True,0.00000,-1496.90,-213.84,-213.84,-1.1197,0.00000,0.019,0.076,16.005,negative_erpm
1782472971.606553,5.862,hand-roll,True,0.00000,-1426.20,-203.74,-203.74,-1.0668,0.00000,-0.018,0.038,15.991,negative_erpm
1782472971.656617,5.912,hand-roll,True,0.00000,-1465.13,-209.30,-209.30,-1.0959,0.00000,0.094,-0.057,15.979,negative_erpm
1782472971.706728,5.962,hand-roll,True,0.00000,-1400.46,-200.07,-200.07,-1.0475,0.00000,0.027,-0.003,16.134,negative_erpm
1782472971.756788,6.012,hand-roll,True,0.00000,-1402.50,-200.36,-200.36,-1.0491,0.00000,-0.025,-0.065,16.051,negative_erpm
1782472971.806888,6.063,hand-roll,True,0.00000,-1459.08,-208.44,-208.44,-1.0914,0.00000,0.076,0.002,15.917,negative_erpm
1782472971.856990,6.113,hand-roll,True,0.00000,-1437.72,-205.39,-205.39,-1.0754,0.00000,0.085,-0.048,16.069,negative_erpm
1782472971.907046,6.163,hand-roll,True,0.00000,-1484.92,-212.13,-212.13,-1.1107,0.00000,-0.055,-0.069,16.083,negative_erpm
1782472971.957231,6.213,hand-roll,True,0.00000,-1472.43,-210.35,-210.35,-1.1014,0.00000,-0.115,-0.043,15.993,negative_erpm
1782472972.007385,6.263,hand-roll,True,0.00000,-1592.78,-227.54,-227.54,-1.1914,0.00000,-0.061,0.021,15.949,negative_erpm
1782472972.057444,6.313,hand-roll,True,0.00000,-1602.72,-228.96,-228.96,-1.1988,0.00000,0.063,0.026,15.941,negative_erpm
1782472972.107579,6.363,hand-roll,True,0.00000,-1639.56,-234.22,-234.22,-1.2264,0.00000,0.091,0.047,15.914,negative_erpm
1782472972.157689,6.413,hand-roll,True,0.00000,-1764.12,-252.02,-252.02,-1.3196,0.00000,-0.020,-0.047,15.955,negative_erpm
1782472972.207801,6.463,hand-roll,True,0.00000,-1853.66,-264.81,-264.81,-1.3865,0.00000,-0.063,0.036,15.821,negative_erpm
1782472972.257850,6.513,hand-roll,True,0.00000,-1968.46,-281.21,-281.21,-1.4724,0.00000,-0.141,0.065,16.001,negative_erpm
1782472972.307898,6.564,hand-roll,True,0.00000,-2088.74,-298.39,-298.39,-1.5624,0.00000,0.115,0.022,16.060,negative_erpm
1782472972.357991,6.614,hand-roll,True,0.00000,-2126.29,-303.76,-303.76,-1.5905,0.00000,-0.024,0.071,15.836,negative_erpm
1782472972.408131,6.664,hand-roll,True,0.00000,-2225.91,-317.99,-317.99,-1.6650,0.00000,0.036,0.044,16.064,negative_erpm
1782472972.458244,6.714,hand-roll,True,0.00000,-2275.82,-325.12,-325.12,-1.7023,0.00000,-0.020,0.042,16.087,negative_erpm
1782472972.508313,6.764,hand-roll,True,0.00000,-2374.78,-339.25,-339.25,-1.7763,0.00000,-0.137,0.031,15.942,negative_erpm
1782472972.558403,6.814,hand-roll,True,0.00000,-2379.24,-339.89,-339.89,-1.7797,0.00000,0.150,-0.069,15.977,negative_erpm
1782472972.608524,6.864,hand-roll,True,0.00000,-2423.20,-346.17,-346.17,-1.8126,0.00000,0.147,-0.031,15.966,negative_erpm
1782472972.658876,6.915,hand-roll,True,0.00000,-2404.32,-343.47,-343.47,-1.7984,0.00000,-0.036,-0.014,15.939,negative_erpm
1782472972.709188,6.965,hand-roll,True,0.00000,-2420.11,-345.73,-345.73,-1.8102,0.00000,-0.096,-0.038,15.962,negative_erpm
1782472972.759324,7.015,hand-roll,True,0.00000,-2426.82,-346.69,-346.69,-1.8153,0.00000,0.051,0.079,15.964,negative_erpm
1782472972.809652,7.065,hand-roll,True,0.00000,-2344.99,-335.00,-335.00,-1.7540,0.00000,0.036,-0.013,15.939,negative_erpm
1782472972.859740,7.115,hand-roll,True,0.00000,-2301.14,-328.73,-328.73,-1.7212,0.00000,-0.128,0.068,15.881,negative_erpm
1782472972.910051,7.166,hand-roll,True,0.00000,-2115.87,-302.27,-302.27,-1.5827,0.00000,0.138,-0.039,16.050,negative_erpm
1782472972.960358,7.216,hand-roll,True,0.00000,-2060.92,-294.42,-294.42,-1.5416,0.00000,0.049,-0.071,15.907,negative_erpm
1782472973.010665,7.266,hand-roll,True,0.00000,-1915.64,-273.66,-273.66,-1.4329,0.00000,-0.128,-0.063,15.924,negative_erpm
1782472973.060736,7.316,hand-roll,True,0.00000,-1767.27,-252.47,-252.47,-1.3219,0.00000,-0.056,-0.054,16.018,negative_erpm
1782472973.110825,7.366,hand-roll,True,0.00000,-1649.99,-235.71,-235.71,-1.2342,0.00000,-0.149,0.041,15.991,negative_erpm
1782472973.160953,7.417,hand-roll,True,0.00000,-1582.66,-226.09,-226.09,-1.1838,0.00000,-0.091,-0.027,16.104,negative_erpm
1782472973.211029,7.467,hand-roll,True,0.00000,-1498.84,-214.12,-214.12,-1.1211,0.00000,-0.030,0.057,15.954,negative_erpm
1782472973.261154,7.517,hand-roll,True,0.00000,-1328.92,-189.85,-189.85,-0.9940,0.00000,-0.056,-0.057,15.985,negative_erpm
1782472973.311220,7.567,hand-roll,True,0.00000,-1161.61,-165.94,-165.94,-0.8689,0.00000,-0.014,-0.009,16.022,negative_erpm
1782472973.361557,7.617,hand-roll,True,0.00000,-1180.05,-168.58,-168.58,-0.8827,0.00000,-0.136,0.040,15.962,negative_erpm
1782472973.411691,7.667,hand-roll,True,0.00000,-1117.66,-159.67,-159.67,-0.8360,0.00000,-0.034,-0.022,15.971,negative_erpm
1782472973.461786,7.717,hand-roll,True,0.00000,-956.34,-136.62,-136.62,-0.7153,0.00000,-0.083,-0.007,15.926,negative_erpm
1782472973.511894,7.768,hand-roll,True,0.00000,-988.47,-141.21,-141.21,-0.7394,0.00000,-0.114,-0.070,15.942,negative_erpm
1782472973.561983,7.818,hand-roll,True,0.00000,-961.23,-137.32,-137.32,-0.7190,0.00000,0.013,0.068,16.007,negative_erpm
1782472973.612115,7.868,hand-roll,True,0.00000,-935.74,-133.68,-133.68,-0.6999,0.00000,0.106,0.079,16.072,negative_erpm
1782472973.662178,7.918,hand-roll,True,0.00000,-886.96,-126.71,-126.71,-0.6634,0.00000,0.066,-0.028,16.163,negative_erpm
1782472973.712315,7.968,hand-roll,True,0.00000,-835.35,-119.34,-119.34,-0.6248,0.00000,-0.131,0.032,16.043,negative_erpm
1782472973.762378,8.018,hand-roll,True,0.00000,-872.69,-124.67,-124.67,-0.6528,0.00000,0.027,-0.025,16.015,negative_erpm
1782472973.812437,8.068,hand-roll,True,0.00000,-781.84,-111.69,-111.69,-0.5848,0.00000,-0.005,0.032,15.969,negative_erpm
1782472973.862573,8.118,hand-roll,True,0.00000,-809.20,-115.60,-115.60,-0.6053,0.00000,0.055,-0.037,15.877,negative_erpm
1782472973.912656,8.168,hand-roll,True,0.00000,-785.16,-112.17,-112.17,-0.5873,0.00000,0.022,0.063,15.904,negative_erpm
1782472973.962746,8.218,hand-roll,True,0.00000,-750.28,-107.18,-107.18,-0.5612,0.00000,0.037,-0.009,16.170,negative_erpm
1782472974.012807,8.268,hand-roll,True,0.00000,-722.90,-103.27,-103.27,-0.5407,0.00000,-0.015,-0.016,16.033,negative_erpm
1782472974.062920,8.319,hand-roll,True,0.00000,-653.23,-93.32,-93.32,-0.4886,0.00000,0.028,-0.039,15.982,negative_erpm
1782472974.113034,8.369,hand-roll,True,0.00000,-636.68,-90.95,-90.95,-0.4762,0.00000,0.017,-0.039,16.061,negative_erpm
1782472974.163101,8.419,hand-roll,True,0.00000,-527.54,-75.36,-75.36,-0.3946,0.00000,-0.054,0.007,16.025,negative_erpm
1782472974.213186,8.469,hand-roll,True,0.00000,-353.76,-50.54,-50.54,-0.2646,0.00000,-0.092,0.018,16.024,negative_erpm
1782472974.263307,8.519,hand-roll,True,0.00000,3.82,0.55,0.55,0.0029,0.00000,0.112,-0.030,16.069,near_zero
1782472974.313365,8.569,hand-roll,True,0.00000,-83.46,-11.92,-11.92,-0.0624,0.00000,-0.060,-0.025,15.962,negative_erpm
1782472974.363430,8.619,hand-roll,True,0.00000,-16.90,-2.41,-2.41,-0.0126,0.00000,-0.048,0.057,15.891,near_zero
1782472974.413528,8.669,hand-roll,True,0.00000,8.87,1.27,1.27,0.0066,0.00000,-0.095,-0.048,15.928,near_zero
1782472974.463595,8.719,hand-roll,True,0.00000,-35.47,-5.07,-5.07,-0.0265,0.00000,-0.054,0.023,15.980,near_zero
1782472974.513690,8.769,hand-roll,True,0.00000,-30.44,-4.35,-4.35,-0.0228,0.00000,0.111,0.023,16.114,near_zero
1782472974.563776,8.819,hand-roll,True,0.00000,9.61,1.37,1.37,0.0072,0.00000,-0.052,0.071,15.879,near_zero
1782472974.613864,8.870,hand-roll,True,0.00000,23.71,3.39,3.39,0.0177,0.00000,0.097,-0.035,15.985,near_zero
1782472974.663950,8.920,hand-roll,True,0.00000,-8.07,-1.15,-1.15,-0.0060,0.00000,-0.050,-0.051,15.956,near_zero
1782472974.714031,8.970,hand-roll,True,0.00000,51.33,7.33,7.33,0.0384,0.00000,-0.001,0.055,16.111,near_zero
1782472974.764117,9.020,hand-roll,True,0.00000,41.57,5.94,5.94,0.0311,0.00000,0.132,0.007,15.879,near_zero
1782472974.814204,9.070,hand-roll,True,0.00000,-10.12,-1.45,-1.45,-0.0076,0.00000,0.088,0.052,16.036,near_zero
1782472974.864302,9.120,hand-roll,True,0.00000,-31.86,-4.55,-4.55,-0.0238,0.00000,0.098,-0.061,16.032,near_zero
1782472974.914385,9.170,hand-roll,True,0.00000,-6.62,-0.95,-0.95,-0.0050,0.00000,-0.042,0.013,15.851,near_zero
1782472974.964502,9.220,hand-roll,True,0.00000,-15.74,-2.25,-2.25,-0.0118,0.00000,-0.145,0.001,15.964,near_zero
1782472975.014560,9.270,hand-roll,True,0.00000,-10.87,-1.55,-1.55,-0.0081,0.00000,-0.058,0.000,15.870,near_zero
1782472975.064626,9.320,hand-roll,True,0.00000,3.91,0.56,0.56,0.0029,0.00000,-0.025,-0.027,15.860,near_zero
1782472975.114699,9.370,hand-roll,True,0.00000,44.94,6.42,6.42,0.0336,0.00000,0.007,0.018,15.986,near_zero
1782472975.164768,9.420,hand-roll,True,0.00000,5.49,0.78,0.78,0.0041,0.00000,-0.087,-0.050,16.025,near_zero
1782472975.214838,9.470,hand-roll,True,0.00000,56.52,8.07,8.07,0.0423,0.00000,-0.012,-0.066,15.995,near_zero
1782472975.264910,9.521,hand-roll,True,0.00000,35.41,5.06,5.06,0.0265,0.00000,-0.011,-0.006,15.956,near_zero
1782472975.314978,9.571,hand-roll,True,0.00000,-13.32,-1.90,-1.90,-0.0100,0.00000,0.127,0.053,15.977,near_zero
1782472975.365049,9.621,hand-roll,True,0.00000,30.45,4.35,4.35,0.0228,0.00000,-0.021,-0.071,16.107,near_zero
1782472975.415119,9.671,hand-roll,True,0.00000,73.87,10.55,10.55,0.0553,0.00000,-0.006,-0.042,15.943,near_zero
1782472975.465188,9.721,hand-roll,True,0.00000,8.20,1.17,1.17,0.0061,0.00000,-0.112,-0.078,16.190,near_zero
1782472975.515257,9.771,hand-roll,True,0.00000,33.98,4.85,4.85,0.0254,0.00000,0.039,-0.022,16.094,near_zero
1782472975.565385,9.821,hand-roll,True,0.00000,28.76,4.11,4.11,0.0215,0.00000,0.119,0.039,16.071,near_zero
1782472975.615461,9.871,hand-roll,True,0.00000,-7.84,-1.12,-1.12,-0.0059,0.00000,-0.099,-0.004,15.946,near_zero
1782472975.665524,9.921,hand-roll,True,0.00000,-73.66,-10.52,-10.52,-0.0551,0.00000,0.009,-0.067,15.979,near_zero
1782472975.715592,9.971,hand-roll,True,0.00000,1.98,0.28,0.28,0.0015,0.00000,0.113,0.029,16.117,near_zero
